close,SMA_trend,WMA_trend,RSI_trend,STOCHRSIk_trend,STOCHRSId_trend,WILLR_trend,CCI_trend,AD_trend,MACD_trend
8573.349609,-1,-1,-1,-1,-1,1,-1,1,-1
8583.400391,-1,-1,1,1,-1,1,-1,1,-1
8520.400391,-1,-1,1,-1,-1,1,-1,1,-1
8677.900391,1,1,1,1,-1,1,-1,1,-1
8659.099609,1,1,-1,-1,-1,1,-1,1,-1
8699.400391,1,1,1,1,-1,1,-1,1,-1
8693.049805,1,1,-1,-1,-1,1,-1,1,-1
8708.950195,1,1,1,1,-1,1,-1,1,1
8691.299805,1,1,-1,-1,-1,1,-1,1,1
8615.25,-1,-1,-1,-1,-1,1,-1,1,-1
8615.25,-1,-1,-1,-1,-1,1,-1,1,-1
8638.0,-1,-1,1,1,-1,1,-1,1,-1
8626.25,-1,-1,-1,-1,-1,1,-1,1,-1
8514.0,-1,-1,1,-1,-1,1,-1,1,-1
8484.950195,-1,-1,1,-1,-1,1,-1,1,-1
8433.75,-1,-1,1,-1,-1,1,-1,1,-1
8497.049805,-1,-1,1,1,-1,1,-1,1,-1
8543.549805,1,1,1,1,-1,1,-1,1,-1
8432.0,-1,-1,-1,-1,-1,1,-1,1,-1
8525.75,1,1,1,1,-1,1,-1,1,-1
8296.299805,-1,-1,1,-1,-1,1,-1,1,-1
8108.450195,-1,-1,1,-1,-1,1,-1,1,-1
8111.600098000001,-1,-1,1,1,-1,1,-1,1,-1
8079.950195,-1,-1,1,-1,-1,1,-1,1,-1
8074.100098000001,-1,-1,1,-1,-1,1,-1,1,-1
7929.100098000001,-1,-1,1,-1,-1,1,-1,1,-1
8002.299805,-1,-1,1,1,-1,1,-1,1,-1
8033.299805,-1,1,1,-1,-1,1,-1,1,-1
7965.5,-1,-1,1,-1,-1,1,-1,1,-1
8114.299805,1,1,1,1,-1,1,-1,1,-1
8126.899901999999,1,1,1,-1,-1,1,-1,1,-1
8142.149901999999,1,1,1,-1,-1,1,-1,1,1
8224.5,1,1,1,-1,-1,1,-1,1,1
8192.900391,1,1,-1,-1,-1,1,-1,1,1
8086.799805,-1,-1,-1,-1,-1,1,-1,1,1
8128.75,-1,-1,1,1,-1,1,-1,1,1
8143.149901999999,-1,-1,1,1,-1,1,-1,1,1
8102.049805,-1,-1,-1,-1,-1,1,-1,1,1
8246.849609,1,1,1,1,-1,1,-1,1,1
8261.75,1,1,1,-1,-1,1,-1,1,1
8170.799805,1,-1,-1,-1,-1,1,-1,1,1
8221.799805,1,1,1,1,-1,1,-1,1,1
8182.450195,-1,-1,-1,-1,-1,1,-1,1,1
8153.600098000001,-1,-1,-1,-1,-1,1,-1,1,1
8139.450195,-1,-1,-1,-1,-1,1,-1,1,1
8104.350098000001,-1,-1,-1,-1,-1,1,-1,1,1
8082.399901999999,-1,-1,-1,-1,-1,1,-1,1,1
8061.299805,-1,-1,-1,-1,-1,1,-1,1,1
7979.100098000001,-1,-1,1,-1,-1,1,-1,1,-1
7985.75,-1,-1,1,1,-1,1,-1,1,-1
7908.25,-1,-1,1,-1,-1,1,-1,1,-1
8032.850098000001,1,1,1,1,-1,1,-1,1,-1
8034.850098000001,1,1,1,-1,-1,1,-1,1,-1
8103.600098000001,1,1,1,1,-1,1,-1,1,1
8185.799805,1,1,1,-1,-1,1,-1,1,1
8179.5,1,1,-1,-1,-1,1,-1,1,1
8192.25,1,1,1,1,-1,1,-1,1,1
8190.5,1,1,-1,-1,-1,1,-1,1,1
8273.799805,1,1,-1,1,-1,1,-1,1,1
8243.799805,1,1,-1,-1,-1,1,-1,1,1
8236.049805,1,1,-1,-1,-1,1,-1,1,1
8288.599609,1,1,-1,1,-1,1,-1,1,1
8380.650391,1,1,-1,1,-1,1,-1,1,1
8407.200195,1,1,-1,-1,-1,1,-1,1,1
8400.349609,1,1,-1,-1,-1,1,-1,1,1
8412.799805,1,1,-1,1,-1,1,-1,1,1
8398.0,1,1,-1,-1,-1,1,-1,1,1
8417.0,1,1,-1,1,-1,1,-1,1,1
8435.099609,1,1,-1,1,-1,1,-1,1,1
8349.349609,-1,-1,-1,-1,-1,1,-1,1,1
8391.5,-1,-1,1,1,-1,1,-1,1,1
8475.799805,1,1,-1,1,-1,1,-1,1,1
8602.75,1,1,-1,1,-1,1,-1,1,1
8641.25,1,1,-1,-1,-1,1,-1,1,1
8632.75,1,1,-1,-1,-1,1,-1,1,1
8561.299805,1,-1,-1,-1,-1,1,-1,1,1
8716.400391,1,1,-1,1,-1,1,-1,1,1
8734.25,1,1,-1,1,-1,1,-1,1,1
8740.950195,1,1,-1,1,-1,1,-1,1,1
8801.049805,1,1,-1,1,-1,1,-1,1,1
8768.299805,1,1,-1,-1,-1,1,-1,1,1
8769.049805,1,1,-1,1,-1,1,-1,1,1
8778.400391,1,1,-1,1,-1,1,-1,1,1
8793.549805,1,1,-1,1,-1,1,-1,1,1
8805.049805,1,1,-1,1,-1,1,-1,1,1
8792.299805,1,1,-1,-1,-1,1,-1,1,1
8724.700195,-1,-1,-1,-1,-1,1,-1,1,-1
8778.0,1,1,1,1,-1,1,-1,1,-1
8821.700195,1,1,1,1,-1,1,-1,1,-1
8879.200195,1,1,-1,1,-1,1,-1,1,-1
8907.849609,1,1,-1,-1,-1,1,-1,1,-1
8926.900391,1,1,-1,-1,-1,1,-1,1,1
8939.5,1,1,-1,-1,-1,1,-1,1,1
8896.700195,1,-1,-1,-1,-1,1,-1,1,-1
8879.599609,-1,-1,-1,-1,-1,1,-1,1,-1
8945.799805,1,1,-1,1,-1,1,-1,1,-1
8899.75,-1,-1,-1,-1,-1,1,-1,1,-1
8897.549805,-1,-1,-1,-1,-1,1,-1,1,-1
8963.450195,1,1,1,1,-1,1,-1,1,-1
8946.900391,1,1,-1,-1,-1,1,-1,1,-1
8924.299805,1,-1,-1,-1,-1,1,-1,1,-1
8927.0,-1,-1,1,1,-1,1,-1,1,-1
8934.549805,1,1,1,1,-1,1,-1,1,-1
9087.0,1,1,-1,1,-1,1,-1,1,-1
9084.799805,1,1,-1,-1,-1,1,-1,1,-1
9153.700195,1,1,-1,1,-1,1,-1,1,1
9160.049805,1,1,-1,-1,-1,1,-1,1,1
9126.849609,1,1,-1,-1,-1,1,-1,1,1
9121.5,1,1,-1,-1,-1,1,-1,1,1
9030.450195,-1,-1,-1,-1,-1,1,-1,1,-1
9086.299805,-1,-1,1,1,-1,1,-1,1,-1
9108.0,-1,1,1,1,-1,1,-1,1,-1
9045.200195,-1,-1,-1,-1,-1,1,-1,1,-1
9100.799805,1,1,1,1,-1,1,-1,1,-1
9143.799805,1,1,1,1,-1,1,-1,1,-1
9173.75,1,1,1,1,-1,1,-1,1,-1
9173.75,1,1,-1,-1,-1,1,-1,1,-1
9237.849609,1,1,-1,1,-1,1,-1,1,-1
9265.150391,1,1,-1,-1,-1,1,-1,1,1
9261.950195,1,1,-1,-1,-1,1,-1,1,1
9198.299805,-1,-1,-1,-1,-1,1,-1,1,-1
9181.450195,-1,-1,-1,-1,-1,1,-1,1,-1
9237.0,1,1,1,1,-1,1,-1,1,-1
9203.450195,-1,-1,-1,-1,-1,1,-1,1,-1
9150.799805,-1,-1,-1,-1,-1,1,-1,1,-1
9139.299805,-1,-1,-1,-1,-1,1,-1,1,-1
9105.150391,-1,-1,-1,-1,-1,1,-1,1,-1
9103.5,-1,-1,-1,-1,-1,1,-1,1,-1
9136.400391,-1,1,1,1,-1,1,-1,1,-1
9119.400391,-1,-1,-1,-1,-1,1,-1,1,-1
9217.950195,1,1,1,1,-1,1,-1,1,-1
9306.599609,1,1,-1,-1,-1,1,-1,1,-1
9351.849609,1,1,-1,-1,-1,1,-1,1,1
9342.150391,1,1,-1,-1,-1,1,-1,1,1
9304.049805,1,1,-1,-1,-1,1,-1,1,1
9313.799805,1,1,1,1,-1,1,-1,1,1
9311.950195,1,-1,-1,-1,-1,1,-1,1,1
9359.900391,1,1,-1,1,-1,1,-1,1,1
9285.299805,-1,-1,-1,-1,-1,1,-1,1,1
9314.049805,-1,-1,1,1,-1,1,-1,1,1
9316.849609,1,1,1,1,-1,1,-1,1,-1
9407.299805,1,1,-1,1,-1,1,-1,1,1
9422.400391,1,1,-1,1,-1,1,-1,1,1
9400.900391,1,1,-1,-1,-1,1,-1,1,1
9445.400391,1,1,-1,1,-1,1,-1,1,1
9512.25,1,1,-1,1,-1,1,-1,1,1
9525.75,1,1,-1,-1,-1,1,-1,1,1
9429.450195,-1,-1,-1,-1,-1,1,-1,1,1
9427.900391,-1,-1,-1,-1,-1,1,-1,1,1
9438.25,-1,-1,1,1,-1,1,-1,1,-1
9386.150391,-1,-1,-1,-1,-1,1,-1,1,-1
9360.549805,-1,-1,-1,-1,-1,1,-1,1,-1
9509.75,1,1,1,1,-1,1,-1,1,-1
9595.099609,1,1,-1,-1,-1,1,-1,1,1
9604.900391,1,1,-1,-1,-1,1,-1,1,1
9624.549805,1,1,-1,-1,-1,1,-1,1,1
9621.25,1,1,-1,-1,-1,1,-1,1,1
9616.099609,1,1,-1,-1,-1,1,-1,1,1
9653.5,1,1,-1,1,-1,1,-1,1,1
9675.099609,1,1,-1,-1,-1,1,-1,1,1
9637.150391,1,-1,-1,-1,-1,1,-1,1,1
9663.900391,1,1,-1,1,-1,1,-1,1,1
9647.25,1,-1,-1,-1,-1,1,-1,1,1
9668.25,1,1,1,1,-1,1,-1,1,1
9616.400391,-1,-1,-1,-1,-1,1,-1,1,-1
9606.900391,-1,-1,-1,-1,-1,1,-1,1,-1
9618.150391,-1,-1,1,1,-1,1,-1,1,-1
9578.049805,-1,-1,-1,-1,-1,1,-1,1,-1
9588.049805,-1,-1,1,1,-1,1,-1,1,-1
9657.549805,1,1,1,1,-1,1,-1,1,-1
9653.5,1,1,-1,-1,-1,1,-1,1,-1
9633.599609,1,1,-1,-1,-1,1,-1,1,-1
9630.0,1,-1,-1,-1,-1,1,-1,1,-1
9574.950195,-1,-1,-1,-1,-1,1,-1,1,-1
9511.400391,-1,-1,1,-1,-1,1,-1,1,-1
9491.25,-1,-1,1,-1,-1,1,-1,1,-1
9504.099609,-1,-1,1,1,-1,1,-1,1,-1
9520.900391,-1,-1,1,1,-1,1,-1,1,-1
9615.0,1,1,1,1,-1,1,-1,1,-1
9613.299805,1,1,-1,-1,-1,1,-1,1,-1
9637.599609,1,1,1,1,-1,1,-1,1,-1
9674.549805,1,1,-1,-1,-1,1,-1,1,-1
9665.799805,1,1,-1,-1,-1,1,-1,1,1
9771.049805,1,1,-1,1,-1,1,-1,1,1
9786.049805,1,1,-1,-1,-1,1,-1,1,1
9816.099609,1,1,-1,-1,-1,1,-1,1,1
9891.700195,1,1,-1,1,-1,1,-1,1,1
9886.349609,1,1,-1,-1,-1,1,-1,1,1
9915.950195,1,1,-1,1,-1,1,-1,1,1
9827.150391,-1,-1,-1,-1,-1,1,-1,1,1
9899.599609,1,1,1,1,-1,1,-1,1,1
9873.299805,1,-1,-1,-1,-1,1,-1,1,1
9915.25,1,1,1,1,-1,1,-1,1,1
9966.400391,1,1,-1,1,-1,1,-1,1,1
9964.549805,1,1,-1,-1,-1,1,-1,1,1
10020.650391,1,1,-1,1,-1,1,-1,1,1
10020.549805,1,1,-1,-1,-1,1,-1,1,1
10014.5,1,1,-1,-1,-1,1,-1,1,1
10077.099609,1,1,-1,1,-1,1,-1,1,1
10114.650391,1,1,-1,-1,-1,1,-1,1,1
10081.5,1,1,-1,-1,-1,1,-1,1,1
10013.650391,-1,-1,-1,-1,-1,1,-1,1,1
10066.400391,1,1,1,1,-1,1,-1,1,1
10057.400391,-1,-1,-1,-1,-1,1,-1,1,-1
9978.549805,-1,-1,-1,-1,-1,1,-1,1,-1
9908.049805,-1,-1,-1,-1,-1,1,-1,1,-1
9820.25,-1,-1,1,-1,-1,1,-1,1,-1
9710.799805,-1,-1,1,-1,-1,1,-1,1,-1
9794.150391,-1,-1,1,1,-1,1,-1,1,-1
9897.299805,1,1,1,1,-1,1,-1,1,-1
9904.150391,1,1,1,-1,-1,1,-1,1,-1
9837.400391,-1,-1,-1,-1,-1,1,-1,1,-1
9754.349609,-1,-1,-1,-1,-1,1,-1,1,-1
9765.549805,-1,-1,1,1,-1,1,-1,1,-1
9852.5,1,1,1,1,-1,1,-1,1,-1
9857.049805,1,1,1,1,-1,1,-1,1,-1
9912.799805,1,1,1,-1,-1,1,-1,1,-1
9796.049805,-1,-1,-1,-1,-1,1,-1,1,-1
9884.400391,1,1,1,1,-1,1,-1,1,-1
9917.900391,1,1,1,1,-1,1,-1,1,-1
9974.400391,1,1,1,1,-1,1,-1,1,1
9912.849609,1,1,-1,-1,-1,1,-1,1,1
9952.200195,1,1,1,-1,-1,1,-1,1,1
9916.200195,1,-1,-1,-1,-1,1,-1,1,1
9929.900391,1,-1,1,1,-1,1,-1,1,1
9934.799805,1,1,1,1,-1,1,-1,1,1
10006.049805,1,1,1,1,-1,1,-1,1,1
10093.049805,1,1,-1,-1,-1,1,-1,1,1
10079.299805,1,1,-1,-1,-1,1,-1,1,1
10086.599609,1,1,-1,1,-1,1,-1,1,1
10085.400391,1,1,-1,-1,-1,1,-1,1,1
10153.099609,1,1,-1,1,-1,1,-1,1,1
10147.549805,1,1,-1,-1,-1,1,-1,1,1
10141.150391,1,1,-1,-1,-1,1,-1,1,1
10121.900391,1,-1,-1,-1,-1,1,-1,1,1
9964.400391,-1,-1,-1,-1,-1,1,-1,1,1
9872.599609,-1,-1,1,-1,-1,1,-1,1,-1
9871.5,-1,-1,1,-1,-1,1,-1,1,-1
9735.75,-1,-1,1,-1,-1,1,-1,1,-1
9768.950195,-1,-1,1,1,-1,1,-1,1,-1
9788.599609,-1,-1,1,1,-1,1,-1,1,-1
9859.5,1,1,1,-1,-1,1,-1,1,-1
9914.900391,1,1,1,-1,-1,1,-1,1,-1
9888.700195,1,1,-1,-1,-1,1,-1,1,-1
9979.700195,1,1,1,1,-1,1,-1,1,-1
9988.75,1,1,1,-1,-1,1,-1,1,-1
10016.950195,1,1,1,1,-1,1,-1,1,1
9984.799805,1,1,-1,-1,-1,1,-1,1,1
10096.400391,1,1,-1,1,-1,1,-1,1,1
10167.450195,1,1,-1,-1,-1,1,-1,1,1
10230.849609,1,1,-1,-1,-1,1,-1,1,1
10234.450195,1,1,-1,-1,-1,1,-1,1,1
10210.849609,1,1,-1,-1,-1,1,-1,1,1
10146.549805,-1,-1,-1,-1,-1,1,-1,1,1
10184.849609,1,-1,1,1,-1,1,-1,1,1
10207.700195,1,1,1,1,-1,1,-1,1,1
10295.349609,1,1,-1,1,-1,1,-1,1,1
10343.799805,1,1,-1,-1,-1,1,-1,1,1
10323.049805,1,1,-1,-1,-1,1,-1,1,1
10363.650391,1,1,-1,1,-1,1,-1,1,1
10335.299805,1,1,-1,-1,-1,1,-1,1,1
10440.5,1,1,-1,1,-1,1,-1,1,1
10423.799805,1,1,-1,-1,-1,1,-1,1,1
10452.5,1,1,-1,1,-1,1,-1,1,1
10451.799805,1,1,-1,-1,-1,1,-1,1,1
10350.150391,-1,-1,-1,-1,-1,1,-1,1,1
10303.150391,-1,-1,-1,-1,-1,1,-1,1,-1
10308.950195,-1,-1,1,1,-1,1,-1,1,-1
10321.75,-1,-1,1,1,-1,1,-1,1,-1
10224.950195,-1,-1,-1,-1,-1,1,-1,1,-1
10186.599609,-1,-1,1,-1,-1,1,-1,1,-1
10118.049805,-1,-1,1,-1,-1,1,-1,1,-1
10214.75,-1,1,1,1,-1,1,-1,1,-1
10283.599609,1,1,1,1,-1,1,-1,1,-1
10298.75,1,1,1,-1,-1,1,-1,1,-1
